id,category,medium,subject,bclass,chapter_no,chapter_name,pages,link
209,3,1,1,1,15,Quardiletral,3,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter15_Quardiletral_RSA.pdf
208,3,1,1,1,14,Polygons,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter14_Polygons_RSA.pdf
207,3,1,1,1,13,Time and Work,11,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter13_Time+and+Work_RSA.pdf
206,3,1,1,1,12,Direct and Inverse Proportions,5,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter12_Direct+and+Inverse+Proportions_RSA.pdf
205,3,1,1,1,11,Compound Interest,35,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter11_Compound+Interest_RSA.pdf
204,3,1,1,1,10,Profit and Loss,32,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter10_Profit+and+Loss_RSA.pdf
203,3,1,1,1,9,Percent,21,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter9_Percent_RSA.pdf
202,3,1,1,1,8,Factorisation,27,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter8_Linear+Equations_RSA.pdf
201,3,1,1,1,7,Factorisation,36,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter7_Factorisation_RSA.pdf
200,3,1,1,1,6,Operations On Algebraic Expressions,33,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter6_Operations+On+Algebraic+Expressions_RSA.pdf
199,3,1,1,1,5,Playing  with  Numbers,13,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter5_Playing+with+Numbers_RSA.pdf
198,3,1,1,1,4,Cubes and Cube roots,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter4_Cubes+and+Cube+roots_RSA.pdf
197,3,1,1,1,3,Squares and Square Roots,42,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter3_Squares+and+Square+Roots_RSA.pdf
196,3,1,1,1,2,Exponents,9,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter2_Exponents_RSA.pdf
195,3,1,1,1,1,Rational number,69,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/8th/Class-8_Chapter1_Rational+number_RSA.pdf
194,3,1,1,2,15,Probability,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+15_Probability_RSA.pdf
193,3,1,1,2,14,Statistics,56,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+14_Statistics_RSA.pdf
192,3,1,1,2,13,Volume and Surface Area,39,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+13_Volume+and+Surface+Area_RSA.pdf
191,3,1,1,2,12,Geometrical Constructions,8,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+12_Geometrical+Constructions_RSA.pdf
190,3,1,1,2,11,Circle,30,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+11_Circle_RSA.pdf
189,3,1,1,2,10,Area,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+10_Area_RSA.pdf
188,3,1,1,2,9,Quadrilaterals and Parallelograms,28,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+9_Quadrilaterals+and+Parallelograms_RSA.pdf
187,3,1,1,2,8,Linear Equations in Two Variables,16,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+8_Linear+Equations+in+Two+Variables_RSA.pdf
186,3,1,1,2,7,Area,11,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+7_Area_RSA.pdf
185,3,1,1,2,6,Coordinate Geometry,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+6_Coordinate+Geometry_RSA.pdf
184,3,1,1,2,4,"Angles, Lines and Triangles",29,"https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+4_Angles,+Lines+and+Triangles_RSA.pdf"
183,3,1,1,2,3,Introduction to Euclid’s Geometry,2,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+3_Introduction+to+Euclid’s+Geometry_RSA.pdf
182,3,1,1,2,2,Polynomials,44,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+2_Polynomials_RSA.pdf
181,3,1,1,2,1,Real Numbers,33,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/9th/Class_9_Chapter+1_Real+Numbers_RSA.pdf
180,3,1,1,3,19,"Areas Of Circle, Sector & Segment II",35,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-19+Areas+Of+Circle%2C+Sector+_+Segment+_RSA.pdf
179,3,1,1,3,18,"Areas Of Circle, Sector & Segment I",44,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-18+Areas+Of+Circle%2C+Sector+_+Segment+_RSA.pdf
178,3,1,1,3,17,Perimeter and Area of Plane Figures,47,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-17+Perimeter+and+Area+of+Plane+Figures_RSA.pdf
177,3,1,1,3,16,Coordinate Geometry,77,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-16+Coordinate+Geometry_RSA.pdf
176,3,1,1,3,15,Probability,28,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-15+Probability_RSA.pdf
175,3,1,1,3,14,Height and Distance,53,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-14+Height+and+Distance_RSA.pdf
174,3,1,1,3,13,Constructions,18,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-13+Constructions_RSA.pdf
173,3,1,1,3,12,Circles,62,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-12+Circles_RSA.pdf
172,3,1,1,3,11,Arithmetic Progression,81,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-11+Arithmetic+Progression_RSA.pdf
171,3,1,1,3,10,Quadratic Equation,145,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-10+Quadratic+Equation_RSA.pdf
170,3,1,1,3,9,"Mean, Mode and Median",74,"https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-9+Mean,+Mode+and+Median_RSA.pdf"
169,3,1,1,3,8,Trigonometric Identities,71,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-8+Trigonometric+Identities_RSA.pdf
168,3,1,1,3,7,Trigonometric ratios of Complementary angles,12,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-7+Trigonometric+ratios+of+Complementary+angles_RSA.pdf
167,3,1,1,3,6,T Ratios of Some Particular Angles,10,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-6+T+Ratios+of+Some+Particular+Angles_RSA.pdf
166,3,1,1,3,5,Trigonometric Ratios,25,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-5+Trigonometric+Ratios+_RSA.pdf
165,3,1,1,3,4,Triangles,89,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-4+Triangles+_RSA.pdf
164,3,1,1,3,3,Linear equations in two variables,157,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-3+Linear+equations+in+two+variables+_RSA.pdf
163,3,1,1,3,2,Polynomials,43,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-2+Polynomials+_RSA.pdf
162,3,1,1,3,1,Real Numbers,47,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.S.A+sol/10th/Class_10_Chapter-1+Real+Numbers+_RSA.pdf
161,4,1,1,1,27,Introduction To Graph,11,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-27+Introduction+To+Graph_RDS.pdf
160,4,1,1,1,26,Data Handling IV(Probability),15,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-26+Data+Handling+IV(Probability)_RDS.pdf
159,4,1,1,1,25,Data Handling-III Pictorial Representaion ofData as Pie Charts,35,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-25+Data+Handling-III+Pictorial+Representaion+ofData+as+Pie+Charts_RDS.pdf
158,4,1,1,1,24,Graphical Representation Of Data As Histograms,12,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-24+Graphical+Representation+Of+Data+As+Histograms_RDS.pdf
157,4,1,1,1,23,Classification and Tabulation of Data,14,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-23+Classification+and+Tabulation+of+Data_RDS.pdf
156,4,1,1,1,22,Mensuration-III Surface Area And Volume Of a Right Circular Cylinder,43,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-22+Mensuration-III+Surface+Area+And+Volume+Of+a+Right+Circular+Cylinder+_RDS.pdf
155,4,1,1,1,21,Mensuration-II Surface Area And Volume Of a Right Circular Cylinder,51,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-21+Mensuration-II+Surface+Area+And+Volume+Of+a+Right+Circular+Cylinder+_RDS.pdf
154,4,1,1,1,20,Mensuration-I Area of a Trapezium and a Polygon,23,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-20+Mensuration-I+Area+of+a+Trapezium+and+a+Polygon_RDS.pdf
153,4,1,1,1,19,Visualising Shapes,3,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-19+Visualising+Shapes_RDS.pdf
152,4,1,1,1,18,Practical Geometry,30,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-18+Practical+Geometry_RDS.pdf
151,4,1,1,1,17,Understanding Shapes III,44,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-17+Understanding+Shapes+III_RDS.pdf
150,4,1,1,1,16,Understanding Shapes II,19,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-16+Understanding+Shapes+II+_RDS.pdf
149,4,1,1,1,15,Understanding Shapes-I,3,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-15+Understanding+Shapes-I+Polygons_RDS.pdf
148,4,1,1,1,14,Compound Interest,0,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-14+Compound+Interest_RDS.pdf
147,4,1,1,1,13,Profit Loss Discount And VAT,49,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-13+Profit+Loss+Discount+And+VAT_RDS.pdf
146,4,1,1,1,12,Percentage,12,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-12+percentage_RDS.pdf
145,4,1,1,1,11,Time and work,15,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-11+Time+and+work_RDS.pdf
144,4,1,1,1,10,Direct and Inverse Variations,28,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-10+Direct+and+Inverse+Variations_RDS.pdf
143,4,1,1,1,9,Linear Equation In One Variable,58,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-9+Linear+Equation+In+One+Variable_RDS.pdf
142,4,1,1,1,8,Algebric identities,27,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-8+Algebric+identities_RDS.pdf
141,4,1,1,1,7,Factorization,70,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-7+Factorization_RDS.pdf
140,4,1,1,1,6,Algebraic Expressions And Identities,27,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-6+Algebraic+Expressions+And+Identities_RDS.pdf
139,4,1,1,1,4,Cubes And Cube Roots,11,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-4+Cubes+And+Cube+Roots_RDS.pdf
138,4,1,1,1,3,Square and square roots,53,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-3+Square+and+square+roots_RDS.pdf
137,4,1,1,1,2,Powers,23,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-2+Powers_RDS.pdf
136,4,1,1,1,1,Rational Numbers,58,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/8th/Class_8_Chapter-1+Rational+Numbers_RDS.pdf
135,4,1,1,2,24,Measures of Central Tendency,26,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_24_Measures+of+Central+Tendency_RDS.pdf
134,4,1,1,2,23,Graphical Representation of Statistical Data,16,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_23_Graphical+Representation+of+Statistical+Data_RDS.pdf
133,4,1,1,2,22,Tabular Representation of Statistical Data,17,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_22_Tabular+Representation+of+Statistical+Data_RDS.pdf
132,4,1,1,2,21,Surface Area and Volumes of a Sphere,21,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_21_Surface+Area+and+Volumes+of+a+Sphere_RDS.pdf
131,4,1,1,2,20,Surface Areas and Volume of a Right Circular Cone,19,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_20_Surface+Areas+and+Volume+of+a+Right+Circular+Cone_RDS.pdf
130,4,1,1,2,19,Surface Areas and Volume of a Circular Cylinder,7,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_19_Surface+Areas+and+Volume+of+a+Circular+Cylinder_RDS.pdf
129,4,1,1,2,18,Surface Area and Volume of Cuboid and Cube,22,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_18_Surface+Area+and+Volume+of+Cuboid+and+Cube_RDS.pdf
128,4,1,1,2,17,Constructions,20,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_17_Constructions_RDS.pdf
127,4,1,1,2,16,Circles,38,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_16_Circles_RDS.pdf
126,4,1,1,2,15,Areas of Parallelograms and Triangles,30,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_15_Areas+of+Parallelograms+and+Triangles_RDS.pdf
125,4,1,1,2,14,Quadrilaterals,28,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_14_Quadrilaterals_RDS.pdf
124,4,1,1,2,13,Linear Equations in Two Variables,42,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_13_Linear+Equations+in+Two+Variables_RDS.pdf
123,4,1,1,2,12,Heron's Formula,18,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_12_Heron%E2%80%99s+Formula_RDS.pdf
122,4,1,1,2,11,Coordinate Geometry,3,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_11_Coordinate+Geometry_RDS.pdf
121,4,1,1,2,10,Congruent Triangles,31,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_10_Congruent+Triangles_RDS.pdf
120,4,1,1,2,9,Triangles and Its Angles,7,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_9_Triangles+and+Its+Angles_RDS.pdf
119,4,1,1,2,8,Lines and Angle,38,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_8_Lines+and+Angle_RDS.pdf
118,4,1,1,2,7,Introduction to Euclid's Geometry,3,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_7_Introduction+to+Euclid_s+Geometry_RDS.pdf
117,4,1,1,2,6,Factorization of Polynomials,44,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_6_Factorization+of+Polynomials_RDS.pdf
116,4,1,1,2,5,Factorisation of Algebraic Expressions,28,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_5_Factorisation+of+Algebraic+Expressions_RDS.pdf
115,4,1,1,2,4,Algebraic Identities,17,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_4_Algebraic+Identities_RDS.pdf
114,4,1,1,2,3,Rationalization,28,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_3_Rationalization_RDS.pdf
113,4,1,1,2,2,Exponents of Real Numbers,14,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_2_Exponents+of+Real+Numbers_RDS.pdf
112,4,1,1,2,1,Number System,26,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/9th/Class_9_Chapter_1_Number+System_RDS.pdf
111,4,1,1,3,16,Surface Areas and Volumes,66,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-16+Surface+Areas+and+Volumes_RDS.pdf
110,4,1,1,3,15,Areas Related to Circles,30,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-15+Areas+Related+to+Circles_RDS.pdf
109,4,1,1,3,14,Co-Ordinate Geometry,93,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-14+Co-Ordinate+Geometry_RDS.pdf
108,4,1,1,3,13,Probability,34,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-13+Probability_RDS.pdf
107,4,1,1,3,12,Trigonometry,64,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-12+Trigonometry_RDS.pdf
106,4,1,1,3,11,Constructions,20,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-11+Constructions_RDS.pdf
105,4,1,1,3,10,Circles,19,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-10+Circles_RDS.pdf
104,4,1,1,3,9,Arithmetic Progression,72,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-9+AP_RDS.pdf
103,4,1,1,3,8,Quadratic Equations,120,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-8+Quadratic+Equations_RDS.pdf
102,4,1,1,3,7,Statistics,78,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-7+Statistics_RDS+.pdf
101,4,1,1,3,6,Trigonometric Identities,50,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-6+Trigonometric+Identities_RDS+.pdf
100,4,1,1,3,5,Trigonometric Ratios,52,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-5+Trigonometric+Ratios_RDS+.pdf
99,4,1,1,3,4,Triangles,79,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-4+Triangles_RDS+.pdf
98,4,1,1,3,3,Pair of Linear Equations in Two Variables,203,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-3+Pair+of+Linear+Equations+in+Two+Variables_RDS+.pdf
97,4,1,1,3,2,Polynomials,21,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-2+Polynomials_RDS+.pdf
96,4,1,1,3,1,Real Numbers,20,https://mirrorscore-test.s3.ap-south-1.amazonaws.com/Solutions/R.D.S+sol/10th/Class_10_Chapter-1+Real+Numbers_RDS+.pdf
95,2,1,2,1,18,Pollution of Air and Water,4,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_18_Pollution+of+Air+and+Water.pdf
94,2,1,2,1,17,Stars and The Solar System,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_17_Stars+and+The+Solar+System.pdf
93,2,1,2,1,16,Light,8,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_16_Light.pdf
92,2,1,2,1,15,Some Natural Phenomena,4,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_15_Some+Natural+Phenomena.pdf
91,2,1,2,1,14,Chemical Effects of Electric Current,4,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_14_Chemical+Effects+of+Electric+Current.pdf
90,2,1,2,1,13,sound ,5,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_13_Sound.pdf
89,2,1,2,1,12,Friction,4,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_12_Friction.pdf
88,2,1,2,1,11,Force and Pressure,4,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_11_Force+and+Pressure.pdf
87,2,1,2,1,10,Reaching the Age of Adolescence,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_10_Reaching+the+Age+of+Adolescence.pdf
86,2,1,2,1,9,Reproduction in Animals,5,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_9_Reproduction+in+Animals.pdf
85,2,1,2,1,8,Cell -Structure and Functions ,6,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_8_Cell+-Structure+and+Functions+.pdf
84,2,1,2,1,7,Conservation of Plants and Animals,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_7_Conservation+of+Plants+and+Animals.pdf
83,2,1,2,1,6,Combustion and Flame,4,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_6_Combustion+and+Flame.pdf
82,2,1,2,1,5,Coal and Petroleum,4,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_5_Coal+and+Petroleum.pdf
81,2,1,2,1,4,Materials-Metals and Non-Metals,5,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_4_Materials-Metals+and+Non-Metals.pdf
80,2,1,2,1,3,Synthetic Fibers and Plastics,6,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_3_Synthetic+Fibers+and+Plastics.pdf
79,2,1,2,1,2,Microorganisms Friend and Foe,4,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_2_Microorganisms+Friend+and+Foe.pdf
78,2,1,2,1,1,Crop Production and Management,6,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/8th/Class_8_Chapter_1_Crop+Production+and+Management.pdf
77,2,1,2,2,15,Improvement in Food Resources,11,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_15_Improvement+in+Food+Resources.pdf
76,2,1,2,2,14,Natural Resources,10,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_14_Natural+Resources.pdf
75,2,1,2,2,13,Why Do We Fall Ill,5,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_13_Why+Do+We+Fall+Ill.pdf
